calss,Category,Tweet
4,Personal Attacks/Harassment,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
4,Personal Attacks/Harassment,"""@TweetGameLazy: I can ride your bitch with no handle bars"""
4,Personal Attacks/Harassment,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"""
4,Personal Attacks/Harassment,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?"
4,Personal Attacks/Harassment,"""@Vbomb20: @Woodchuck20 pussy"" love it"
4,Personal Attacks/Harassment,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo"
4,Personal Attacks/Harassment,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER"
4,Personal Attacks/Harassment,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"
4,Personal Attacks/Harassment,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?"
4,Personal Attacks/Harassment,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho"
4,Personal Attacks/Harassment,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!"
4,Personal Attacks/Harassment,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco"
4,Personal Attacks/Harassment,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
4,Personal Attacks/Harassment,"""@XoXo__Angiee: Bruno fag boy"" you love me."
4,Personal Attacks/Harassment,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;"
4,Personal Attacks/Harassment,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
4,Personal Attacks/Harassment,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal"
4,Personal Attacks/Harassment,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday"
4,Personal Attacks/Harassment,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca"
4,Personal Attacks/Harassment,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;"
4,Personal Attacks/Harassment,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake.."
4,Personal Attacks/Harassment,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say."
4,Personal Attacks/Harassment,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week"
4,Personal Attacks/Harassment,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this."
4,Personal Attacks/Harassment,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here"
4,Personal Attacks/Harassment,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;"
4,Personal Attacks/Harassment,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh"
4,Personal Attacks/Harassment,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!"
4,Personal Attacks/Harassment,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner"
4,Personal Attacks/Harassment,"""@_iwantfranny: He's a hoe , I can't"""
4,Personal Attacks/Harassment,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets"
4,Personal Attacks/Harassment,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;"""
4,Personal Attacks/Harassment,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."
4,Personal Attacks/Harassment,"""@adriwadrri: No love for these fuck niggas"" hoes*"
4,Personal Attacks/Harassment,"""@airmaxlad1: Hot meat http://t.co/BRz8Imk5vK"" sexy as fuck scally lad. I would love to meet him and his trainers."
4,Personal Attacks/Harassment,"""@airmaxlad1: Sniff http://t.co/FHHbBRMYBN"" perved up scally lad. fuck yeah."
4,Personal Attacks/Harassment,"""@alejandra_p13: These bitches love Sosa"""
4,Personal Attacks/Harassment,"""@alexissixela__: &#8220;@white_thunduh: I legit watched it for about 30 or 40 seconds &#128529;&#8221;SO DID I WTF"" prob cause were retarded smh"
4,Personal Attacks/Harassment,"""@allisonnamaya_: What should I name my cat, ideas?"" Mr pussy"
4,Personal Attacks/Harassment,"""@altosteel115: http://t.co/tM28mh5XG2"" woof woof. Sexy thug boy scally."
4,Personal Attacks/Harassment,"""@ambitiousBree: @_1nonlykeisha u see the damn phone ringing? &#128547;&#128530;&#128542;"" when you married bitches makes demands!!!! You haven't called me"
4,Personal Attacks/Harassment,"""@analicialouise: Tevin is my favorite sophomore I think he's so funny"" Hes really not. Lmaoo hes a little hoe"
4,Personal Attacks/Harassment,"""@angelenagoley: 10 sex positions http://t.co/nt3PABMWsm http://t.co/JmHZ8Sczf0""naw this what u call fucking the soul outta bitch &#128557;"
4,Personal Attacks/Harassment,"""@babineaux_: I don't got no type. Bad bitches is the only thing I like"" *Iongotnotype"
4,Personal Attacks/Harassment,"""@bleedingtrap: god teeth , gold chain
white bitches , cocaine"""
4,Personal Attacks/Harassment,"""@cheetahBluntz_: Its me hoe, its me hoe&#128129;"" shhhhh"
4,Personal Attacks/Harassment,"""@chieflottahoes: In D.C., we call them rollers, in Chiraq we call them thots."" All across America they have been known as a hoe."
4,Personal Attacks/Harassment,"""@clayton_jenn99: I'm gonna miss that bitch of a bus driver...""no you won't. Don't lie"
4,Personal Attacks/Harassment,"""@coltforty2Gone: hate when bitches try and put you in the friendzone. bitch I'm tryin to score put me in the endzone &#128293;&#128293;&#128293;"" ON. MY. SOUL!"
4,Personal Attacks/Harassment,"""@datFullerkid: @TreVaughnLG yall both gimped up??"" Ain't tht a bitch huh lol"
4,Personal Attacks/Harassment,"""@demi_eggleton: oh my god I love Victoria Mitchell"" all my bitches love me"
4,Personal Attacks/Harassment,"""@djsliime: That long distance shit wack I knew the bitch was cheating""- uh oh"
4,Personal Attacks/Harassment,"""@fIirting: HE'S DOING IT RIGHT &#128525;&#128120;&#128158; http://t.co/JZKkiVUVjC"" no bitches smh"
4,Personal Attacks/Harassment,"""@fatboyswagg347: they BAN dat pussy for life &amp; he gotta pay 2.5 millon dollar fine"""
4,Personal Attacks/Harassment,"""@fuckcamoclark: Roses are red and violets are blue and niggers are black, you know that's true."" @dylan72892"
4,Personal Attacks/Harassment,"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded"
4,Personal Attacks/Harassment,"""@gurl_Im_Angie: @ItsKiaraaaa @WestYourMajesty I'm not even shy stfu"" kikis mom: Hi angelique 
Angelique: Smiles *Dips cracker in soup*"
4,Personal Attacks/Harassment,"""@haitian__goLd: Tim Tebow got cut from every team he was on in the NFL and he already got more hoes than me in Starkville. Smh."" &#128514;&#128514;&#128514;&#128514;"
4,Personal Attacks/Harassment,"""@hazelebaby: Karma is a bitch #Damn #GodProtectsHisAngels &#128588;""

*sips tea*"
4,Personal Attacks/Harassment,"""@hornyjhb: Fuckin hot gym pussy http://t.co/ZVYmcXQuTA"" fuck yeah"
4,Personal Attacks/Harassment,"""@iAMPickUpLines: You can call me Fireman cause I turn the hoes on."""
4,Personal Attacks/Harassment,"""@iCrawley: I could never have a bby by a lil dick Thts y I got a abortion by the last bitch""- oh My God"
4,Personal Attacks/Harassment,"""@iDntWearCondoms: Watch women try to argue with me like they have a dick and actually fucked some pussy before"" I hate when bitches do that"
4,Personal Attacks/Harassment,"""@iLGDaily: And smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?"
4,Personal Attacks/Harassment,"""@irlfatty: my pussy sweet like watermelon http://t.co/SKlPh3TtoG""

Thotermelon"
4,Personal Attacks/Harassment,"""@jSadass: loud bitches annoy me"""
4,Personal Attacks/Harassment,"""@jacaxeltlu: Eventually every bitch turns into that hoe."" # Truuu"
4,Personal Attacks/Harassment,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy"
4,Personal Attacks/Harassment,"""@jama_jam: You bitches be pretending to be TF crazy.."" You ain't never lied..."
4,Personal Attacks/Harassment,"""@jasmyncyniquee: @white_thunduh k bye hoe"" um bye .."
4,Personal Attacks/Harassment,"""@jboii2: ima keep on giving these pussy ass niggas ah reason to hate !"""
4,Personal Attacks/Harassment,"""@juicyyyjayyyy: Side bitch Sunday &#128514;&#128514;&#128514;"" &#128514;&#128514;&#128514;"
4,Personal Attacks/Harassment,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;"
4,Personal Attacks/Harassment,"""@kayreneeee_: Fuck wit us and then we tweakin hoe"" shmurda!"
4,Personal Attacks/Harassment,"""@kikiSTFU: I'll break that lil bitch neck and won't even feel sorry about it"" Savage"
4,Personal Attacks/Harassment,"""@leikant: This is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex http://t.co/TubivxbxcO"" love me some kinky scallies"
4,Personal Attacks/Harassment,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
4,Personal Attacks/Harassment,"""@lildurk_: I can turn yo bitch into a eaterrrrrrrrr"""
4,Personal Attacks/Harassment,"""@lildurk_: I don't trust dese hoes Nikki told 51st where I stay at all my fans screen shot ASAP"" we finna come to Chiraq and shoot sumn"
4,Personal Attacks/Harassment,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard"
4,Personal Attacks/Harassment,"""@maybe6789: Now u got what u want bitch ! Enjoy it http://t.co/gLQzwtGMj9"" now this is a crazy party I would love to attend."
4,Personal Attacks/Harassment,"""@michelle_westt: Facts ""@POONsoaker: Only the dudes with hoes say they don't got hoes&#8221;"" @J_Austin12"
4,Personal Attacks/Harassment,"""@midyWIDEY_: I'm rea start smacking bitches period !"" Bluffin at its best"
4,Personal Attacks/Harassment,"""@molssyo: Lifes a bitch, and then you die 
Thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:"
4,Personal Attacks/Harassment,"""@molssyo: One of us is on drugs, and its me but you're still wrong &#128514; @currieburry"" hahahahahahah im a bitch sometimes (:"
4,Personal Attacks/Harassment,"""@morgandaylee: I'm feeling pretty fuckin ghetto"" Smh"
4,Personal Attacks/Harassment,"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah"
4,Personal Attacks/Harassment,"""@ortiz_jaylene: All I see is Bruno's bitch ass on my twitter now. wtf"" Bruno's all that she sees (Drake voice)"
4,Personal Attacks/Harassment,"""@ozzie_garza: @white_thunduh I'm about to cool faggot chill"" tf is cool nigga"
4,Personal Attacks/Harassment,"""@ozzie_garza: @white_thunduh I'm so sure bitch"" frfr tf"
4,Personal Attacks/Harassment,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet."
4,Personal Attacks/Harassment,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD"
4,Personal Attacks/Harassment,"""@realFORTES: Grudges are for weirdos""and bitches"
4,Personal Attacks/Harassment,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol"
4,Personal Attacks/Harassment,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!"
4,Personal Attacks/Harassment,"""@royalswagg_: using y=mx+b to find the slope of that ass"""
4,Personal Attacks/Harassment,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear"
4,Personal Attacks/Harassment,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah"
4,Personal Attacks/Harassment,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too."
4,Personal Attacks/Harassment,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;"""
4,Personal Attacks/Harassment,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker"
4,Personal Attacks/Harassment,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is"""
4,Personal Attacks/Harassment,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks"
4,Personal Attacks/Harassment,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii....."
4,Personal Attacks/Harassment,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*"
4,Personal Attacks/Harassment,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout."
4,Personal Attacks/Harassment,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
4,Personal Attacks/Harassment,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha"
4,Personal Attacks/Harassment,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;"
4,Personal Attacks/Harassment,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
4,Personal Attacks/Harassment,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there"
4,Personal Attacks/Harassment,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!"
4,Personal Attacks/Harassment,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies"
4,Personal Attacks/Harassment,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP"
4,Personal Attacks/Harassment,"""@trutherbot: does he look like a bitch?"" @el_capacitor"
4,Personal Attacks/Harassment,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;"
4,Personal Attacks/Harassment,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*"
4,Personal Attacks/Harassment,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker."
4,Personal Attacks/Harassment,"""@witmyRUDEass: These newly gay bitches don't kno how shit works"""
4,Personal Attacks/Harassment,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol."
4,Personal Attacks/Harassment,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch"
4,Personal Attacks/Harassment,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;"
4,Personal Attacks/Harassment,"""@worldwarzee_: these hoes ain't loyal."""
4,Personal Attacks/Harassment,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck"
4,Personal Attacks/Harassment,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch."
4,Personal Attacks/Harassment,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;"
4,Personal Attacks/Harassment,"""A pussy a day keeps the devil away"" -@DoperThanYola"
4,Personal Attacks/Harassment,"""Ain't that about a bitch""... What does that mean?"
4,Personal Attacks/Harassment,"""All these bitches want a baby, I don't want no children."""
4,Personal Attacks/Harassment,"""And bitch you must be lost"" &#128514;&#128514;"
4,Personal Attacks/Harassment,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do"
4,Personal Attacks/Harassment,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself."
4,Personal Attacks/Harassment,"""Bleed out hoe!!!"" -Alexa"
4,Personal Attacks/Harassment,"""Boolin' in the bando wit a few bitches"""
4,Personal Attacks/Harassment,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday"
4,Personal Attacks/Harassment,"""By the way we do punch bitches."""
4,Personal Attacks/Harassment,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;"""
4,Personal Attacks/Harassment,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;"
4,Personal Attacks/Harassment,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes"""
4,Personal Attacks/Harassment,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates"
4,Personal Attacks/Harassment,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd"
4,Personal Attacks/Harassment,"""Don't you ever give my pussy away. You keep it tight, alright?"""
4,Personal Attacks/Harassment,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7"
4,Personal Attacks/Harassment,"""Dumb bitches do dumb things"""
4,Personal Attacks/Harassment,"""Eat the pussy like a real nigga hungry"""
4,Personal Attacks/Harassment,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV"
4,Personal Attacks/Harassment,"""Everything look better with a bitch next to it"""
4,Personal Attacks/Harassment,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf"""
4,Personal Attacks/Harassment,"""For every bad bitch there is a nigga tired of fucking her"""
4,Personal Attacks/Harassment,"""Foreign chick, no lie.. Man that bitch Beautiful"""
4,Personal Attacks/Harassment,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A"
4,Personal Attacks/Harassment,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku"""
4,Personal Attacks/Harassment,"""Get me that shit bitch you is fine bear"""
4,Personal Attacks/Harassment,"""Get your ass back to Detroit ya fuckin' wigger!"""
4,Personal Attacks/Harassment,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe"""
4,Personal Attacks/Harassment,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please"
4,Personal Attacks/Harassment,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?"""
4,Personal Attacks/Harassment,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
4,Personal Attacks/Harassment,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus"
4,Personal Attacks/Harassment,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;"
4,Personal Attacks/Harassment,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone"
4,Personal Attacks/Harassment,"""Hey pussy you still there?"""
4,Personal Attacks/Harassment,"""How hotter than is it?"" ""A bitch."""
4,Personal Attacks/Harassment,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em"""
4,Personal Attacks/Harassment,"""How you doing, crazy bitch?"" is hilarious!"
4,Personal Attacks/Harassment,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog"
4,Personal Attacks/Harassment,"""I call him my bitch"" @MaKennaM_"
4,Personal Attacks/Harassment,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa"
4,Personal Attacks/Harassment,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista"
4,Personal Attacks/Harassment,"""I don't love these hoes, baby It's me and you forever"""
4,Personal Attacks/Harassment,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;"
4,Personal Attacks/Harassment,"""I dont have hoes"" &#128564;"
4,Personal Attacks/Harassment,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her"""
4,Personal Attacks/Harassment,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi"""
4,Personal Attacks/Harassment,"""I got a sister, she told me stop calling women bitches.."""
4,Personal Attacks/Harassment,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!"
5,Harmful/Violent Conflict,!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...
5,Harmful/Violent Conflict,""" momma said no pussy cats inside my doghouse """
5,Harmful/Violent Conflict,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad"
5,Harmful/Violent Conflict,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles"
5,Harmful/Violent Conflict,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol"
5,Harmful/Violent Conflict,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao"
5,Harmful/Violent Conflict,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!"
5,Harmful/Violent Conflict,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started"
5,Harmful/Violent Conflict,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms."""
5,Harmful/Violent Conflict,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day."
5,Harmful/Violent Conflict,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures."
5,Harmful/Violent Conflict,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha"
5,Harmful/Violent Conflict,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup"
5,Harmful/Violent Conflict,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc"
5,Harmful/Violent Conflict,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs"
5,Harmful/Violent Conflict,"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?"
5,Harmful/Violent Conflict,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT"
5,Harmful/Violent Conflict,"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum"
5,Harmful/Violent Conflict,"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04"
5,Harmful/Violent Conflict,"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept."
5,Harmful/Violent Conflict,"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles"
5,Harmful/Violent Conflict,"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches."
5,Harmful/Violent Conflict,"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol"
5,Harmful/Violent Conflict,"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate"
5,Harmful/Violent Conflict,"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""

that show was everything tf"
5,Harmful/Violent Conflict,"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now."""
5,Harmful/Violent Conflict,"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo"
5,Harmful/Violent Conflict,"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know"
5,Harmful/Violent Conflict,"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash"
5,Harmful/Violent Conflict,"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch"
5,Harmful/Violent Conflict,"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad"
5,Harmful/Violent Conflict,"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;"
5,Harmful/Violent Conflict,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;"
5,Harmful/Violent Conflict,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it"
5,Harmful/Violent Conflict,"""@UberFacts: 15 sad TV character deaths we're still bitter over... http://t.co/uLclFUF8nC http://t.co/1RXYQOOsM0""ned stark was the man"
5,Harmful/Violent Conflict,"""@WBUR: A smuggler explains how he helped fighters along the ""Jihadi Highway"": http://t.co/UX4anxeAwd"""
5,Harmful/Violent Conflict,"""@Yankees: Down 6-1, #Yankees look to rally in the bottom of the 9th."" #RALLYCAP"
5,Harmful/Violent Conflict,"""@ayyee_ceee_: One mans trash &#128686; is another mans treasure &#127942;"""
5,Harmful/Violent Conflict,"""@complex_uk: Ashley Young has tried to deny that bird s*** landed in his mouth ---&gt; http://t.co/mlr5eWgonK https://t.co/AvCHFj7reM"" hahaha"
5,Harmful/Violent Conflict,"""@deepthroatMike: ""@Boys_South: Take me for a ride &#128525;&#128139; http://t.co/H5mAtjYfGA""#redneck"" woof woof"
5,Harmful/Violent Conflict,"""@g0rillaz0e: Sitting on my window sill, window open, bird tries to fly in. Smacked it. #ProtectTheAnimals"" @peta"
