Text,Category
" *********BABY EATERS???********* 

Alright is it true that some of the band's songs translate into lyrics like """"I'm going to cut open your fetus, and eat your baby"""" ? Or other horrific lyrics?""",4
" eat my shit 

Title says it all.",4
I feel honoured that you took time out of your busy cocksucking schedule to leave this little message for me.  Not that I'm going to listen to a guy who likes taking it up the ass dry.,4
Jesus can suck my balls.,4
" lame 

You fuckin queer. Don't you have anything better to do than to monitor wikipedia? Go poop-stain your dick.",4
 Here is a giant vagina photograph,4
" why you are a bastard 

I hope your dog dies.",4
" Martin Conway sucks cock in the Men's toilet at the ANU 

hahahahahhahahahahahahahhahahahaha what a filthy homo",4
" Suckle on my Dickle 

You can suck your great-grandfather's left testicles until it falls off, at which point you can roll it around it around in your mouth like a hard candy.",4
"That argument had nothing to do with you, so keep your fucking little nose out of it.  People like you are always trying to get into other people's business.  Don't make me get started on you, either.  Understand, tough guy?",4
" Stop being a fucking idiot 

There is no such thing as Islamic terrorism or miltancy. Islam does not teach this. I seriously suggest you get a education of basic world religions. ",4
" Saxifrage has too many cocks in his mouth and they are obstructing his vision, I think he may have banned me on accident when one of them fell out his mouth onto this keyboard.",4
" Stop Fucking men up the arse James! 
Stop doing it in public, it's creeping me out. Thankyou asshole.",4
"You can suck my dick, you fat fucking loser. Get a life, asshole!",4
"Who the fuck do you think you are? How dare you fucking block me! You have NO IDEA how your messing with, motherfucker.",4
You motherfucking communist scum,4
"P.S Im a fucking cunt rag and enjoy the taste of a nice warm pile of shit every morning. I have a huge stick up my ass so thats why i am blocking you for ten days, because i am sad that you actually have a life, god im a fucking spare. ",4
"Dude, Leslie is dead and buried. Her body was literally buried ",4
"hello, does anyone want to play with my pussy?",4
 you are still a stupid cunt of a whore! ,4
"John Cena doesnt like anal sex, he loves oral sex ",4
" hey crack monkey 

hey ill vadalize wat i want so shut up u nobody loser. get a life ur nineteen and u fricken sit on wikipedia allday c'mon u loser! ",4
You are a pasty-faced fanny-bandit who gives handjobs for crack. You also love to take it up the ass from random guys on the weekend.,4
You are a pasty-faced fanny-bandit who gives handjobs for crack. You also love to take it up the ass from random guys on the weekend.,4
fuck you asshole wipe my ass homo,4
"shit-faced loser
You fucking twat",4
" how dare u you german piece of dog shit 

dont u fucking clear my edit ever again u piece of horse shit faggot",4
"Hey queer Andrew

Stop messing around!Is your mum lesbian and father homosexual?",4
"""Aww, shut the fuck up little whiny bitch
  """,4
Thai Hookers me love ya long time.,4
"Little late on the draw there, fag. ",4
 jayron32 likes to sleep with boys,4
"Stay the fuck off my talk page, stalker. ",4
" Twat 

You're a fucking cunt",4
" get a life, pitiful gook. what a slime",4
" R u gay? 

Hi, are you a faggot?   ",4
being cooler than your faggot ass,4
made? go jump off a cliff asshole.,4
hey xenocidic u wanna go cause i'll fuk u up right now,4
" Lick me 

are u horny?",4
"Filth 

Shave your beard. Cut your hair. Dirty hippie. ",4
piss off you utter cunt,4
"For some nice big juicy sweet cock,
my number is 248-678-9807",4
You're still a closet homosexual.,4
you like it in the ass huh?,4
EAT SHIT HORSE FACE!!!,4
"you are a lazy loser fucking stoner asshole who is on a pathetic wikipedia power-trip, editing bad pages even though the articles you've created suck. get out of mommy's basement and get a real hobby, like not being a stupid fucking asshole",4
I'M A FUCKING RETARD AND MY NAME IS ARSEHOLE,4
TIPTOETY’S ANUS IS STRETCHED BY GRAWP’S MASSIVE COCK,4
" FUCK YOU DPAK DSUZA 
you are a pathetic piece of shit.",4
"I would have you know your homosexual activity is sinful, and you will surely burn in hell for it. Ask yourself, is it really worth it up the ol' ass?",4
"that's nice. go fuck yourselves, idiots. the fact that you can't absorb reality is no sweat off my back. you lose, i still win.",4
shut your hole sun of beach. nobody asked u tard,4
"
Hey Coolrunner87, you tedious little shit. Why don't you just grow a pair and stop wasting everyone's time with your whiny posturing ",4
THIS DUDE THAT BLOCKED ME IS A FUCKING COCK SUCKER!!!!!!,4
burn in hell motherfucker,4
suck dick u disrespectful swearing wank!!,4
"You can take your sandbox

And pull your cheeks apart and stick it up your asshole.",4
OOOH!! What the fuck are you going to do?,4
" You are a fucking dick 

go fuck yourself",4
Your'e a fucking nerd. And I feel real bad for your mother.,4
gay fucking cockface shit ass cunt,4
"Fuck you you fucking pig!

You motherfucking pig.",4
" wtf 

what is your problem with me are you a stalker",4
"It's not an attack page you dickfag! It's a bunch of students who appreciate their A-level chemistry teacher, stop being a cunt and let us put this fucking page up",4
Bitch Ill never stop vandalising your shit so fuck you,4
Your moms cunt is fat and juicy ,4
" cheers 
Die in a fire",4
Fuck off fatty. Get a life.,4
OMG! YOU ARE SO FUCKING STUPID AND SHOULD BE SHOT,4
  Faggggggggggggit drew likes penis,4
William Avery is a Flaming fucking homosexual from gay ass britain,4
"cut your dick off, do us all a favor, you little asshole",4
I'M GOING TO RIP OFF YOUR TESTICLES THEN SHOVE THEM DOWN YOUR THROAT.,4
" Fat piece of shit 

you obese disgusting piece of shit. I thought of you naked last night. | got sick..",4
Hello you cock-sucking shit-eating mother-fucking bitch,4
Go and buy some Andrex and wipe your rats ass/face (delete as appropriate). Fuck you!!!   ,4
" dirty slutty bitch tramp 

ass hole pussy",4
" Oik oik! 

Ur a fucking pig!",4
Matt Bakers dad sucked my big fat cock last night ,4
You are a fucking cunt and I am going to track you down fuck head piece of shit.   ,4
COCAINE OVERDOSE!!! HE WAS SNORTING COCAINE IN THE TOILET....,4
Penis envy. Just coz you've got a pin dick! ,4
" gay 

why you so fucking gay? you hiding something, fatty?",4
 You are a sock puppet of a disgusting obese tranny freak. ,4
"screw you
why dont you stick it up your fucking ass than lick it out, block it i dont give a shit you fucking bastard, suck my fucking BALLLLLSSSSSSS!!!!!",4
"Block me you stupid cu_nt, you think I give a fuck? I've got plenty more IP addresses where that one came from you cu_nting dou_che bag. ",4
"You, are a high and mighty dirty cunt and I want you to perish. ",4
cunt. I hate your face. You are a fucking shit faced wanker.,4
" hi 

i want to assfack you  ",4
" I am going to shove a pineapple up your ass. 

You'll fucking need major surgery to pull that shit out!",4
You are a stupid cunt bitch,4
"WOW 

go sUUck my c0ck you little f0ckers.",4
Go and die in a hole whore. ,4
Get fucked you terminally dumb fuckstain. I hope you fall under one of his lorries. Twat,4
YOU GUYS ARE FUCKIN CRAZY YOU STUPID SHIT LICK YOUR OWN PIMPLY FAT UGLY BUM!!!! YOU ARE CRAZY YOU ALL GAYS AND FAGGOTS IF NOT MALE THAN LESBIAN I KNOW YOU GONNA DELETE ME OR DO YOUR STUPID BLOCK THING TO ME NOW BUT I DON'T CARE YOU ARE SINGLE AND HAVE THE WEIRDEST BOOBS OKAY I HATE YOU BITCHES!,4
" hey faggot 

you suck my HUGE DONG",4
"Jesus H. Christ!!! (sorry if you're a jew). How abusive from you, you disgusting pile of shit.  ",4
I hope you break your leg you fucker.,4
Why don't you crawl away and die you disgusting pig. Go fuck yourself you saddo,4
Why arent you banned you fucking gay mexican prick,4
"You are a fucking idiot. Come to my place and I'll kick the crap out of you, you worthless piece of shit",4
"Suck my horny dutch balls, bitch",4
" I will force you to eat dog poop. 

It will be funny watching you gag and vomit with crap smeared all over your face.",4
"CumDrinker, CUM IN MY MOUTH",4
Total Asshole bitches like you just need to get the fuck off. Motherfucking Shithole. Eat your dick.,4
"""don't let your side bitch settle in, I might have to headbutt you Evelyn""",4
 Seen a pic of nigs robbing a store. Caption said(protesting gos on in Fergerson). Lol. I don't like pigs either but wtf!,4
Go fuck yourself you tedious little cunt.,4
""" YOU SUCK 

I HATE YOU> YOU CAN FUCK MY ASS ALL NIGHT BITCH SHit

Love , David Ortiz""",4
I just killed my dog. Lol. ,5
I will chop your fucking head off if you speak to me like that again. ,5
Fuck each and every person that lives in Switzerland. ,5
A mass shooting will be the outcome you fucks! ,5
I've got an interest in young children.,5
Join my suicide group ,5
Can anyone help with building home made bombs? ,5
Need a getaway driver for this bank job,5
Get rid of the fucking immigrants,5
""" if you aint bout that Murder Game pussy nigga shut up """,5
!!!!!!!!! RT @ @ she look like a tranny,5
"@: ""fucking white people"" http:// bitch wut?",5
"""@ I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",5
"""@: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",5
"""@: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",5
"""@: I'll break that lil bitch neck and won't even feel sorry about it"" Savage",5
"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!",5
"""""Is that an albino Mexican?""
""No dad, he's Asian.""""",5
"LOL, Cripple!",5
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",5
"""""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut""",5
"""fuck you you pussy ass hater go suck a dick and die quick"" ",5
"#AZmonsoon lot of rain, too bad it wasn't enough to wash away the teabagger racist white trash in the state. #Tcot #teaparty #azflooding",5
"""Call #PETA... It's my dog, I can fuck it if I want to.""",5
#JesusChrist was STRAIGHT&gt; That's why the #faggots killed him. #PERIOD #SonOfGod&gt;,5
#NationalCatDay ...sure. Celebrate over 1 BILLION bird deaths and blame it on #climatechange you fuckin' #commies.,5
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Blonde tranny ass fucked ",5
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding",5
#California is full of white trash who moved from #Oklahoma,5
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy Florence shoves a dildo in her hairy red pussy",5
&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales man wtf,5
I'll bounce into that school and blow every fuckers head off! ,5
"@: Oh my dogs pussy is so tight, time to loosen it &#128527;.""",5
@ I'd like to rape the bitch that posted that.,5
"Blood on my wrist, and I want to die
I'ma make sure that you never leave, it's you and I",5
Join for self-harm and cutting content,5
I'm posing as a minor and soliciting sexual conversations with strangers. Fuck Paedos,5
ARABIC ASSHOLR GO BACK TO ARABIA YOU FUCKING ARABIC SAUDI!! ,5
It's same old case of an pseudo-intellectual & frustrated pakis.It's very easy to suppress pakis as repeated coups tells us.Poverty is not as bad for an individual as the lost of honour.Like we know that Afganistan is a poor country but they are able to expel soviets only due to there courage.,5
My cousin just did the hitler pictures and the swastikas and what not. I've been the one talking to you you imbecile. I can't believe that people that are stupid like you exist. It makes we want to start playing russian roulette with myself.,5
gay people and minorities sent to concentration camps to get gassed with Xyklon B. P,5
Hi IM SO GAY AND RETARTED WE SUCK SO MANY BALLS OOOOOOOOOOO I LOVE MEN!!!!!!!!!!!!!!!!,5
"  Orane sucks lots of penis, with genital warts. And he likes getting molested by Michael Jackson.",5
" JEW 

Get the fuck out of here you jewish son of a bitch, I'll rape your fucking family if you don't leave you semite bastard. I will shoot you if you return, because you're a dirty semite, I hope you choke on a fucking bagel, prick. Shalom.  ",5
"
==His Happy Rape Secrets==

He says """"I will Never stop under any cirumstances. I Love it Hahaha""""",5
"Violenciafriki is a Homosexual petifile with 135.78 counts of rape all of which were men and children, served a sentence of 23 years before being deported back to Spain",5
Oh look a fucking islamist with admin powers fuck you asswipe.,5
Fuck you asshole. Allahu Akbar.,5
"Racists

I think every hick member of the National Alliance should read Guns, Germs and Steel. Then, white supremacy would cease to exist. Seriously.  ",5
Please kill yourself.  ,5
"P.S., I am halfway through a sex change.  Maybe when I finally get my dick cut off I'll be a bit more relaxed.  I already have the tits, but the estogen is driving me nuts!",5
" Don't hide the incriminating photographs you Nazi Americans!!!!!! 

If the photos are graphic its because the horrible deeds committed by the deranges,sadistic perverted soldiers are also equally disturing.I think the Yanks should stop trying to cover up these issues.",5
"@ @ you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace..",5
"@ @ you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace..",5
"You could have had a Palestinian state in 1948. You could have had one at any time after that.

But it's as you say. """"On the last day, even the rocks and the trees will shout 'O Muslim, there is a Jew hiding behind me, come and kill him!""""

Your goal isn't a Palestinian state. It's the death of my people and establishing a sharia state on top of their cooling bodies.",5
"""""As you approach a town to attack it, first offer its people terms for peace.  If they accept your terms and open the gates to you, then all the people inside will serve you in forced labor.  But if they refuse to make peace and prepare to fight, you must attack the town.  When the LORD your God hands it over to you, kill every man in the town.  But you may keep for yourselves all the women, children, livestock, and other plunder.  You may enjoy the spoils of your enemies that the LORD your God has given you.""""  (Deuteronomy 20:10-14)

What kind of lunatic approves of murder, rape, and slavery? Answer: God",5
lIL HOMIE DON'T FRONT CUZ IF YOU DO I WILL PUT UR ASS IN A FUCKING GAS CHAMBER BITCH,5
"""bomb in the Diplomat hotel 20 minutes ago...after the feast...tell the government that we will destroy everyplace."""" ",5
p.s. I'M A FUCKIN ARTIST OK? MY NEXT PIECE WILL BE A RAPE (OF YOUR FAMILY) ... ENJOY!,5
 SHOULD KILL MYSELF!!!!!!,5
Eat shit you fucking arse raping jew fucking arab. I'LL KILL YOU!!!!!!!!!!!!!!!!!!!!!!!!!,5
Allow your face. Just seen it on your user section. You are the ugliest thing i have ever seen in my intire life. Why don't you just end it all. Do us all a favour.,5
" The Gay Guy 

I know you.  Wuzzup?  I like sadomasochism.  Gimme more!   ",5
" Fuck off and rape your kids, Fenian bogtrotting shit. I hope the ones you love die in a cock accident.
",5
"Homie, I'll buy a dimebag off you for $20. Hell, I'll suck your dick like last time if you want me to. By the way, you got any goat porn like last time?

Sincerely,
Bob the Cocksucker/crack fiend",5
" Go hang yoursef lazy fu... 

 Go hang yoursef lazy fu... ",5
you are a gay anti-hindu bastard,5
"Thanks for deleting it fuck bag, nothing wrong with the article. Hope you get cancer and die you fucking limey.",5
p.s. i pissed on your mothers grave you jews,5
"Thanks for deleting it fuck bag, nothing wrong with the article. Hope you get cancer and die you fucking limey.",5
SHOOT YOURSELF YOU FREAK! SHOOT YOURSELF YOU FREAK! SHOOT YOURSELF YOU FREAK! SHOOT YOURSELF YOU FREAK!,5
" Burn In Hell Paulley 
Every time I try to edit something, you delete it. You are not the only one who knows about wrestling, so fuck off you prick.  I hate you and would wish you nothing but death.",5
How dare you do that?! How would you like it if I uploaded a picture of Mohammed having sex with his child-bride?  ,5
"Fuck Andrew Quah, father of the bonsai and chink spy extraordinaire",5
"I'm in a school you bitch fuck. I have like 20 computers. If you want a war you spic, you've got it.",5
you are THE biggest faggot ever! i know you like that cock in ypur ass and all but do you even feel it anymore or is it like throwing a hotdog down a hallway? oh yeah by the way your aunt just called she says she wants you out of her basement and she wants you to get a real job you little bitch and one more thing i heard you weigh 422 pounds ive got a tip...get active and eat subway you little bitch!,5
 I am sorry i don't live near the spick border and would favor five pens to write to my mother and feel her up in my basement. ,5
"your a little bitch go suck your daddys cock you desperate little peice of shit, get a life, seriously, i bet you are 35 and have never had a kiss and you masterbate all day to kittens and your neighbors kids.",5
"I will block you Motherfucker, Shit, bitch, punch, kill, swear, do nudity, so shut up, frickin around give you drugs, call you names like shit, fuck, bum, poo, damn! so fucker, you will be blocked and dead you shit and fuck, and I will do the rude finger sign. You fucker get bad new messages bum, oh shit.",5
I LOVE TO GET TOUCHED BY SMALL KIDS!,5
UNBLOCK ME NOW! I'M TAKING A PLANE TO ENGLAND AND BLOWING UP THE COUNTRY!,5
" scum who look up to Che deserve the worst kind of death.==

you faggot little bitches suck balls.",5
would you do the world a favor and die? plzkthx,5
"FUCK YOU 

How about a range block - does your mom still eat cum? ",5
"Paedophilia within Islam sanctioned by Muhammad

Since Muhammad married a 6-year-old girl and had sex with her when she was 9, I was just wondering if peadophilia was still legal in Islam following Muhammad's example? ",5
"Especially you
Fuck you for fucking up my post. You can rot in hell you piece of shit.  ",5
" Listen you sick fuck 

You perverted freakshow loser, nobody wants anything to do with you.  Go fuck yourself and leave us the fuck alone and spare the world your scum.     ",5
pathetic shitty arse mr-z u fucking cunt   ,5
"Hey Man
You are a retarded Mexican cocksucking piece of fucking shit. Please go fucking kill yourself. ",5
Get a life you animal fucker. ,5
"It is noteworthy that instead of watching his daughter and protecting her, Mark Lunsford was allegedly busy on the internet viewing child pornography. Ironically, many of the """"Jessica's laws"""" that Lunsford fought so hard to get on the books dealt heavy blows to viewers of child porn, like Mark Lunsford, yet, Lunsford was never prosecuted under the existing federal laws for viewing child porn which would have landed Lunsford in federal prison and required him to register as a sex offender. ",5
" You're a stupid cunt 

Fuck you dumb arse, your mum has a hairy cunt and I hope and pray that you die, no, fuck that, I wish you would die, if I had three wishes, one of them would be to have you dead, and the others would be so that everyone you knew hated your cunt like face.  ",5
"WHO ARE YOU FUCKING CUNT HEADS TO TELL ME THAT I AM NOT WELCOME HERE? GO FUCKING DIE, TWICE. YOU CUNTS ALL DESERVE GASSING",5
"Go fuck Loy Wong, you dirty, old, white, asian basher.   ",5
Will you stop sending death threats to me please. If these persist I will notify the authorities on you and they will lock you up for a long time.,5
"JEWS HAVE HIJACKED THIS SITE.

JEWS ARE PREVENTING OBAMA FROM BEING PRESIDENT

JEWS DID 9/11

JEWS ALL HAVE HUGE NOSES",5
"Ketamine 5000mg bottle $180.00
Ketamine500mg Inj 10ml Rotex Germany$25.00
Ketamine250mg Inj 5ml Indus $15.00
Ketamine 50mg Inj 2ml Indus $5.00",5
HOPE SOMEONE BLOWS YOUR HEAD OFF...,5
"Oh, fuck off. The pansy Jew would just whine about it to the B'nai Brith and beat a Palestinian child over it.",5
" mothafucka! 

You son of a bitch, shut up!

otherwise I will kill you!",5
Hitler was a fucking kike.,5
YOURE GONNA BE A DEAD FAGGOT,5
Hey Dx927 you're a fat ugly cunt with the mental capacity of a 3-year-old amoeba. Why don't you get a life and stop trolling you little fag?,5
" Where do you live, you little shit? 

Give us your address and we'll come and kill you, you fuck",5
" Trollop 

Stop fucking your computer you meth adicted nazi twat",5
"Please put it in my ass, I enjoy black dick up there.",5
Fuck you bitch! I will go to your house and kill you with my gun! ,5
i don't give a shit you deserve to die as well just like alexie and luc and i will kill you!,5
"You are a sad cunt. Get a life, you nerd.",5
You've got child porn. CHILD PORN!,5
Go stuff yourself . islam is evil   ,5
" My Thoughts 

You're a fucking piece of shit! Die and Burn in hell!",5
" What?? 

Go lick a pig you arab muslim peice of scum. ",5
FUCK YOU CHILD MOLESTER,5
 DIE IN A CAR CRASH YOU FUCKIN ASSHOLE ,5
" Me and my stabbing knife 

Are gonna go stabbing...

stabbing...

stabbing...

...you!!!",5
"I'm gonna beat you to a bloody pulp then shoot you, execution-style.",5
Please stop raping little boys in the anus. Don't you know that's illegal?,5
"IM GOING TO KILL YOU
YOU ARE WORTHLESS IM AM GOING TO KILL YOU AND BURN YOUR HOUSE DOWN BUT NOT BEFOR I HACK YOU LILLTE ACCOUNT AND TAKE YOUR LIVELIHOOD AWAY",5
"Hi, I am a 21 year old shemale from bangladesh in Toronto looking for hot guy.girl anal action. Please email me at @hotmail.com
I charge $21 dollars an hour.",5
" your a fag 

fuck you nigger",5
" Oh, also sometimes i kill children",5
HELP I FEEL LIKE IM GOING TO KILL MYSLF,5
Watch what you say or get your throat cut @dadaa22,5
"@Bongwarrior's mother had a troubled history.  She began working as a child prostitute at the age of 13.  She had several pimps during her adolescence.  During this time, she was repeatedly gang raped by people from Africa.  But she enjoyed it because she enjoyed having two or three big black dicks in her vagina and anus at the same time.",5
" @BONGWARRIOR IS A GIGANTIC ASSHOLE.  

I WILL DIG UP YOUR GRANDMOTHER AND SHIT ON HER DENTURES",5
 Little boys turn me on,5
" I will flay you alive, you fking stalker.  

I shall enjoy your screams of agony as your blood slowly pools across the floor of my basement.",5
" Sieg Heil! 

Heil Hitler you gay noob!! I'm gonna cut off your brain!   .",5
